sex;age;marital;income;ls;smoke
FEMALE;16;SINGLE;NA;MIXED;NO
FEMALE;63;MARRIED;1000;PLEASED;NO
MALE;47;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;DELIGHTED;NO
FEMALE;77;WIDOWED;990;MIXED;YES
MALE;19;SINGLE;700;MOSTLY DISSATISFIED;YES
FEMALE;17;SINGLE;NA;PLEASED;NO
MALE;48;MARRIED;470;MOSTLY SATISFIED;NO
MALE;80;LEGALLY SEPARATED;900;MOSTLY DISSATISFIED;NO
MALE;47;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;62;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;27;MARRIED;-8;PLEASED;YES
MALE;58;MARRIED;1700;MOSTLY SATISFIED;NO
MALE;53;SINGLE;600;MOSTLY SATISFIED;NO
FEMALE;34;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;62;MARRIED;3000;PLEASED;NO
MALE;78;MARRIED;1780;MOSTLY SATISFIED;NO
MALE;44;WIDOWED;1500;MOSTLY SATISFIED;YES
MALE;64;MARRIED;3400;MOSTLY SATISFIED;NO
MALE;47;MARRIED;5000;PLEASED;NO
MALE;48;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;63;MARRIED;5000;MOSTLY SATISFIED;NO
MALE;34;WIDOWED;3000;MOSTLY DISSATISFIED;YES
FEMALE;83;WIDOWED;1100;MIXED;NO
FEMALE;17;SINGLE;-8;DELIGHTED;NO
MALE;54;MARRIED;400;MOSTLY SATISFIED;NO
MALE;35;SINGLE;1500;PLEASED;NO
FEMALE;20;SINGLE;300;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;-8;PLEASED;NO
MALE;22;SINGLE;1500;MIXED;NO
FEMALE;64;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;-8;PLEASED;NO
FEMALE;64;WIDOWED;850;PLEASED;NO
FEMALE;35;MARRIED;1500;PLEASED;YES
FEMALE;52;MARRIED;1000;PLEASED;YES
FEMALE;80;WIDOWED;1100;MIXED;NO
FEMALE;42;SINGLE;700;MOSTLY SATISFIED;YES
MALE;82;MARRIED;3500;DELIGHTED;YES
FEMALE;69;MARRIED;600;MIXED;NO
FEMALE;49;MARRIED;2000;MIXED;YES
MALE;30;SINGLE;5000;MOSTLY SATISFIED;NO
MALE;38;MARRIED;3000;PLEASED;NO
FEMALE;55;MARRIED;1500;PLEASED;NO
FEMALE;68;WIDOWED;2874;MOSTLY DISSATISFIED;NO
MALE;42;MARRIED;5000;PLEASED;NO
MALE;40;MARRIED;-8;PLEASED;NO
FEMALE;57;MARRIED;1200;MOSTLY SATISFIED;YES
MALE;30;SINGLE;1050;MIXED;NO
MALE;18;SINGLE;111;MIXED;YES
FEMALE;36;MARRIED;NA;MOSTLY DISSATISFIED;NO
MALE;66;MARRIED;900;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;NA;PLEASED;NO
FEMALE;23;MARRIED;NA;PLEASED;YES
MALE;49;MARRIED;2500;PLEASED;NO
MALE;61;MARRIED;1400;MOSTLY SATISFIED;NO
FEMALE;59;MARRIED;8000;PLEASED;NO
FEMALE;20;SINGLE;-8;MIXED;NO
FEMALE;35;MARRIED;1800;MIXED;NO
FEMALE;62;DIVORCED;1280;MOSTLY DISSATISFIED;YES
MALE;61;MARRIED;1900;MOSTLY SATISFIED;NO
MALE;48;MARRIED;-8;MOSTLY DISSATISFIED;YES
MALE;24;SINGLE;2500;MOSTLY SATISFIED;NO
FEMALE;46;DIVORCED;1000;MOSTLY SATISFIED;NO
MALE;52;MARRIED;2800;PLEASED;YES
FEMALE;60;MARRIED;1600;MIXED;NO
MALE;18;SINGLE;NA;PLEASED;NO
FEMALE;59;WIDOWED;-8;MOSTLY DISSATISFIED;NO
FEMALE;36;MARRIED;400;PLEASED;NO
FEMALE;68;WIDOWED;750;MOSTLY SATISFIED;NO
FEMALE;62;WIDOWED;1800;MIXED;YES
MALE;65;MARRIED;1800;DELIGHTED;NO
MALE;43;MARRIED;-8;MIXED;NO
MALE;21;SINGLE;1200;MIXED;YES
FEMALE;64;MARRIED;1400;PLEASED;NO
MALE;69;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;25;SINGLE;1900;PLEASED;NO
MALE;32;MARRIED;-8;PLEASED;NO
FEMALE;51;MARRIED;610;MOSTLY SATISFIED;YES
MALE;56;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;46;DIVORCED;1540;MIXED;YES
FEMALE;71;SINGLE;2400;MOSTLY SATISFIED;YES
MALE;72;NA;1600;PLEASED;NO
MALE;33;MARRIED;1500;PLEASED;NO
MALE;38;SINGLE;3000;MOSTLY SATISFIED;YES
MALE;18;SINGLE;360;MIXED;NO
FEMALE;54;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
MALE;42;MARRIED;-8;PLEASED;YES
MALE;33;MARRIED;1000;PLEASED;NO
FEMALE;27;MARRIED;6500;MOSTLY SATISFIED;NO
FEMALE;60;DIVORCED;700;MOSTLY DISSATISFIED;NO
MALE;20;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;37;SINGLE;2200;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;2800;PLEASED;NO
FEMALE;25;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;56;MARRIED;460;MIXED;NO
FEMALE;22;SINGLE;640;MIXED;NO
FEMALE;29;MARRIED;1500;MIXED;NO
FEMALE;82;WIDOWED;1600;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;950;PLEASED;NO
MALE;27;SINGLE;1500;PLEASED;NO
MALE;39;SINGLE;-8;PLEASED;NO
FEMALE;40;MARRIED;1330;PLEASED;NO
MALE;67;MARRIED;1408;MIXED;NO
MALE;54;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;49;MARRIED;2000;MIXED;NO
MALE;47;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;24;SINGLE;1500;MOSTLY SATISFIED;NO
MALE;36;MARRIED;2000;PLEASED;NO
MALE;59;MARRIED;1400;MOSTLY SATISFIED;NO
MALE;38;MARRIED;7000;PLEASED;YES
MALE;29;SINGLE;1500;MOSTLY SATISFIED;YES
FEMALE;24;SINGLE;1000;PLEASED;NO
FEMALE;55;MARRIED;600;MOSTLY SATISFIED;YES
FEMALE;24;SINGLE;1050;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;3000;DELIGHTED;NO
FEMALE;31;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;62;WIDOWED;2200;PLEASED;YES
MALE;63;MARRIED;1400;PLEASED;NO
FEMALE;65;WIDOWED;826;PLEASED;NO
FEMALE;37;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;16;SINGLE;NA;PLEASED;NO
FEMALE;46;MARRIED;2900;MOSTLY SATISFIED;NO
FEMALE;16;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;64;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;2300;PLEASED;NO
MALE;55;MARRIED;NA;MIXED;YES
MALE;59;MARRIED;841;MOSTLY SATISFIED;YES
MALE;31;SINGLE;6000;PLEASED;YES
MALE;59;MARRIED;NA;PLEASED;YES
FEMALE;34;SINGLE;-8;MOSTLY SATISFIED;YES
MALE;76;MARRIED;1796;UNHAPPY;NO
FEMALE;58;WIDOWED;2000;MOSTLY DISSATISFIED;NO
FEMALE;32;SINGLE;1300;MOSTLY SATISFIED;NO
MALE;32;SINGLE;NA;TERRIBLE;YES
MALE;47;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;34;MARRIED;1200;PLEASED;NO
FEMALE;68;WIDOWED;1200;MOSTLY SATISFIED;NO
MALE;48;MARRIED;2000;PLEASED;NO
FEMALE;48;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;36;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;63;MARRIED;1400;MOSTLY SATISFIED;NO
FEMALE;39;DIVORCED;1637;MOSTLY DISSATISFIED;NO
FEMALE;21;SINGLE;NA;PLEASED;NO
FEMALE;53;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;-8;PLEASED;NO
FEMALE;73;WIDOWED;940;PLEASED;NO
MALE;29;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;80;WIDOWED;1400;PLEASED;NO
MALE;54;SINGLE;300;MIXED;NO
MALE;33;SINGLE;1000;MOSTLY SATISFIED;YES
MALE;59;DIVORCED;2300;MIXED;NO
FEMALE;24;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;23;SINGLE;500;MOSTLY SATISFIED;NO
MALE;38;MARRIED;1200;PLEASED;NO
FEMALE;86;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;47;NA;1000;MOSTLY DISSATISFIED;NO
FEMALE;68;WIDOWED;896;DELIGHTED;YES
FEMALE;28;SINGLE;1250;MOSTLY SATISFIED;YES
FEMALE;38;MARRIED;NA;PLEASED;YES
FEMALE;60;WIDOWED;726;PLEASED;NO
MALE;74;MARRIED;2833;MIXED;NO
FEMALE;30;SINGLE;2000;PLEASED;NO
FEMALE;34;MARRIED;2000;PLEASED;NO
MALE;62;MARRIED;2600;MOSTLY SATISFIED;NO
MALE;64;MARRIED;1300;PLEASED;YES
FEMALE;80;WIDOWED;1300;MIXED;NO
FEMALE;67;MARRIED;1100;MOSTLY DISSATISFIED;NO
FEMALE;54;DIVORCED;2000;MIXED;NO
MALE;64;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;41;MARRIED;1300;MIXED;YES
MALE;26;SINGLE;-8;PLEASED;NO
FEMALE;45;MARRIED;2500;PLEASED;NO
MALE;65;MARRIED;2400;MOSTLY SATISFIED;NO
FEMALE;55;DIVORCED;2800;MOSTLY DISSATISFIED;NO
FEMALE;41;MARRIED;3500;PLEASED;YES
MALE;58;MARRIED;-8;PLEASED;NO
MALE;53;MARRIED;3500;MOSTLY SATISFIED;YES
FEMALE;45;MARRIED;NA;MOSTLY DISSATISFIED;YES
MALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;NA;PLEASED;NO
MALE;19;SINGLE;NA;MIXED;NO
MALE;53;MARRIED;1800;PLEASED;YES
MALE;38;MARRIED;-8;PLEASED;NO
MALE;62;MARRIED;700;MIXED;NO
FEMALE;61;MARRIED;790;MOSTLY SATISFIED;NO
MALE;35;MARRIED;1500;MIXED;NO
FEMALE;58;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;74;WIDOWED;1200;MIXED;NO
MALE;57;MARRIED;700;MIXED;YES
FEMALE;72;WIDOWED;1300;PLEASED;NO
FEMALE;62;SINGLE;-8;PLEASED;NO
MALE;59;MARRIED;3000;DELIGHTED;YES
FEMALE;54;MARRIED;1800;PLEASED;NO
MALE;60;DIVORCED;725;MIXED;NO
MALE;37;SINGLE;3000;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;860;PLEASED;NO
FEMALE;25;MARRIED;-8;PLEASED;NO
FEMALE;40;MARRIED;NA;MIXED;YES
MALE;29;SINGLE;2500;PLEASED;NO
MALE;55;MARRIED;1900;PLEASED;NO
FEMALE;56;WIDOWED;NA;MOSTLY SATISFIED;NO
MALE;57;MARRIED;8000;PLEASED;NO
MALE;75;MARRIED;800;MIXED;YES
FEMALE;81;MARRIED;900;MIXED;NO
MALE;22;SINGLE;-8;PLEASED;NO
MALE;63;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;26;SINGLE;3900;PLEASED;NO
FEMALE;76;WIDOWED;800;PLEASED;NO
FEMALE;82;WIDOWED;1600;MOSTLY SATISFIED;NO
MALE;41;MARRIED;1400;MIXED;NO
MALE;25;SINGLE;1300;MOSTLY DISSATISFIED;YES
FEMALE;35;MARRIED;1900;PLEASED;NO
FEMALE;49;MARRIED;2500;PLEASED;NO
MALE;89;MARRIED;1700;MIXED;NO
FEMALE;30;SINGLE;1200;MOSTLY SATISFIED;NO
FEMALE;52;DIVORCED;-8;MIXED;NO
FEMALE;71;DIVORCED;1300;MIXED;NO
FEMALE;22;SINGLE;1100;DELIGHTED;NO
MALE;34;SINGLE;-8;MIXED;NO
FEMALE;51;MARRIED;500;MIXED;YES
MALE;78;MARRIED;2400;PLEASED;NO
FEMALE;73;WIDOWED;-8;MIXED;NO
MALE;80;MARRIED;750;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;NA;MOSTLY DISSATISFIED;NO
FEMALE;21;SINGLE;1300;PLEASED;YES
FEMALE;56;DE FACTO SEPARATED;2000;MIXED;NO
FEMALE;40;MARRIED;1400;MOSTLY SATISFIED;NO
MALE;38;MARRIED;2500;DELIGHTED;NO
MALE;44;MARRIED;2000;PLEASED;YES
MALE;36;MARRIED;10000;PLEASED;NO
MALE;28;MARRIED;1700;MOSTLY SATISFIED;YES
FEMALE;38;MARRIED;803;PLEASED;NO
FEMALE;37;MARRIED;200;PLEASED;NO
MALE;88;WIDOWED;2100;MIXED;NO
MALE;65;MARRIED;1800;PLEASED;NO
FEMALE;51;MARRIED;400;MOSTLY SATISFIED;NO
MALE;49;MARRIED;2000;PLEASED;NO
MALE;49;MARRIED;1620;MOSTLY SATISFIED;YES
FEMALE;88;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;650;PLEASED;NO
MALE;55;DIVORCED;1400;PLEASED;NO
FEMALE;42;MARRIED;-8;PLEASED;NO
FEMALE;27;MARRIED;-8;PLEASED;NO
MALE;22;SINGLE;900;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1200;PLEASED;NO
MALE;54;SINGLE;1800;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;7500;MOSTLY DISSATISFIED;NO
MALE;53;MARRIED;1200;PLEASED;NO
FEMALE;27;SINGLE;2400;PLEASED;NO
FEMALE;18;SINGLE;NA;PLEASED;YES
FEMALE;37;MARRIED;600;PLEASED;NO
MALE;28;SINGLE;1670;MIXED;NO
MALE;67;MARRIED;1000;MIXED;NO
FEMALE;16;SINGLE;-8;PLEASED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;31;SINGLE;1000;PLEASED;NO
MALE;70;MARRIED;1400;PLEASED;NO
FEMALE;54;SINGLE;1900;MOSTLY SATISFIED;NO
MALE;46;MARRIED;3500;PLEASED;YES
FEMALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;59;WIDOWED;-8;MIXED;YES
FEMALE;58;MARRIED;1300;PLEASED;YES
FEMALE;74;MARRIED;870;MIXED;NO
FEMALE;43;MARRIED;3000;MIXED;NO
MALE;22;SINGLE;NA;DELIGHTED;NO
MALE;20;SINGLE;NA;PLEASED;NO
MALE;67;MARRIED;2010;MOSTLY SATISFIED;NO
FEMALE;28;DIVORCED;700;MOSTLY DISSATISFIED;NO
FEMALE;65;MARRIED;800;PLEASED;YES
FEMALE;61;WIDOWED;1370;MOSTLY SATISFIED;NO
MALE;69;MARRIED;1140;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;NA;PLEASED;NO
MALE;31;SINGLE;600;MIXED;NO
FEMALE;23;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;60;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;32;MARRIED;2500;PLEASED;NO
MALE;53;MARRIED;-8;PLEASED;NO
MALE;52;MARRIED;2800;PLEASED;YES
MALE;56;SINGLE;700;MIXED;NO
FEMALE;59;WIDOWED;1000;MIXED;YES
FEMALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;65;WIDOWED;1400;PLEASED;NO
FEMALE;27;MARRIED;3100;PLEASED;NO
MALE;57;MARRIED;600;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1000;PLEASED;NO
MALE;32;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;39;MARRIED;1300;PLEASED;YES
MALE;71;MARRIED;700;MOSTLY SATISFIED;NO
MALE;69;MARRIED;2000;PLEASED;NO
FEMALE;81;WIDOWED;3300;PLEASED;NO
MALE;62;MARRIED;3200;MOSTLY SATISFIED;NO
FEMALE;60;WIDOWED;700;PLEASED;NO
FEMALE;64;MARRIED;1300;PLEASED;NO
MALE;61;MARRIED;2900;PLEASED;NO
FEMALE;40;MARRIED;950;MOSTLY SATISFIED;NO
MALE;21;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;70;MARRIED;2200;MOSTLY SATISFIED;NO
FEMALE;31;SINGLE;480;MOSTLY DISSATISFIED;NO
MALE;49;MARRIED;2500;PLEASED;NO
MALE;49;SINGLE;604;MIXED;NO
MALE;21;SINGLE;NA;PLEASED;NO
FEMALE;23;SINGLE;-8;PLEASED;NO
MALE;60;MARRIED;2000;MOSTLY SATISFIED;YES
MALE;63;MARRIED;1700;PLEASED;NO
MALE;18;SINGLE;NA;MIXED;YES
FEMALE;80;WIDOWED;2000;MOSTLY SATISFIED;NO
FEMALE;32;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;70;WIDOWED;780;MIXED;NO
FEMALE;78;WIDOWED;3900;PLEASED;NO
MALE;78;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;44;MARRIED;4000;PLEASED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;26;SINGLE;1200;PLEASED;NO
FEMALE;52;WIDOWED;1300;MIXED;YES
MALE;22;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;1800;PLEASED;YES
FEMALE;30;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;21;SINGLE;260;MOSTLY SATISFIED;NO
FEMALE;27;SINGLE;4800;PLEASED;NO
MALE;54;MARRIED;5000;PLEASED;NO
MALE;43;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;37;MARRIED;-8;PLEASED;NO
MALE;62;DIVORCED;1900;MOSTLY SATISFIED;YES
MALE;53;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;45;MARRIED;1700;PLEASED;NO
FEMALE;32;WIDOWED;-8;MIXED;YES
FEMALE;57;MARRIED;450;MIXED;YES
FEMALE;38;DIVORCED;1400;MOSTLY DISSATISFIED;YES
FEMALE;43;DE FACTO SEPARATED;1000;MOSTLY DISSATISFIED;YES
MALE;50;LEGALLY SEPARATED;NA;MIXED;YES
FEMALE;62;MARRIED;450;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;79;WIDOWED;950;PLEASED;NO
FEMALE;43;MARRIED;1000;PLEASED;NO
FEMALE;46;DIVORCED;620;MOSTLY DISSATISFIED;YES
MALE;44;MARRIED;1600;PLEASED;YES
MALE;19;SINGLE;NA;MIXED;NO
FEMALE;35;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;22;SINGLE;470;MOSTLY DISSATISFIED;YES
MALE;31;MARRIED;1180;PLEASED;NO
FEMALE;53;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;39;MARRIED;2500;PLEASED;YES
MALE;43;MARRIED;700;TERRIBLE;YES
FEMALE;65;MARRIED;620;PLEASED;NO
MALE;75;SINGLE;850;MOSTLY DISSATISFIED;NO
MALE;66;MARRIED;1200;MOSTLY SATISFIED;YES
FEMALE;40;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;36;MARRIED;NA;PLEASED;NO
MALE;63;MARRIED;4800;PLEASED;NO
MALE;17;SINGLE;NA;DELIGHTED;NO
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;30;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;29;SINGLE;1000;PLEASED;YES
MALE;26;SINGLE;1260;MOSTLY SATISFIED;NO
MALE;86;MARRIED;1500;PLEASED;NO
MALE;22;SINGLE;1300;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;NA;DELIGHTED;NO
MALE;60;DIVORCED;1000;MIXED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;46;WIDOWED;2400;PLEASED;NO
FEMALE;21;SINGLE;1600;DELIGHTED;YES
FEMALE;47;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;42;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;28;SINGLE;600;MIXED;YES
FEMALE;38;MARRIED;2800;PLEASED;NO
FEMALE;42;MARRIED;-8;PLEASED;NO
FEMALE;36;MARRIED;1600;PLEASED;NO
FEMALE;22;SINGLE;1000;PLEASED;NO
FEMALE;61;MARRIED;570;MIXED;NO
FEMALE;25;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;31;MARRIED;2000;DELIGHTED;NO
MALE;34;MARRIED;1500;PLEASED;NO
MALE;61;MARRIED;3500;MOSTLY SATISFIED;NO
FEMALE;25;MARRIED;-8;PLEASED;NO
FEMALE;21;SINGLE;490;PLEASED;NO
MALE;43;MARRIED;1600;MOSTLY SATISFIED;NO
FEMALE;70;MARRIED;1200;MOSTLY DISSATISFIED;NO
FEMALE;55;MARRIED;580;MOSTLY SATISFIED;NO
MALE;65;MARRIED;3500;PLEASED;YES
FEMALE;55;WIDOWED;750;MIXED;NO
FEMALE;77;WIDOWED;2700;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;-8;PLEASED;NO
MALE;22;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;46;MARRIED;1800;PLEASED;NO
FEMALE;38;MARRIED;NA;PLEASED;NO
MALE;38;MARRIED;2800;PLEASED;NO
MALE;40;SINGLE;1000;PLEASED;YES
MALE;21;SINGLE;1500;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;48;SINGLE;520;MOSTLY SATISFIED;YES
FEMALE;44;MARRIED;1200;MIXED;NO
FEMALE;35;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;69;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;86;WIDOWED;1200;PLEASED;NO
MALE;22;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;2200;MIXED;YES
FEMALE;73;MARRIED;NA;PLEASED;NO
MALE;24;SINGLE;2000;MOSTLY DISSATISFIED;YES
MALE;20;SINGLE;NA;PLEASED;NO
FEMALE;63;MARRIED;900;PLEASED;YES
FEMALE;21;SINGLE;NA;PLEASED;NO
FEMALE;39;MARRIED;1500;MOSTLY DISSATISFIED;NO
FEMALE;52;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;43;MARRIED;5000;MOSTLY SATISFIED;YES
FEMALE;19;SINGLE;-8;PLEASED;NO
MALE;56;SINGLE;NA;MIXED;YES
FEMALE;56;MARRIED;2000;PLEASED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;31;MARRIED;1200;DELIGHTED;NO
FEMALE;54;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;PLEASED;NO
FEMALE;25;DE FACTO SEPARATED;1100;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;700;MOSTLY SATISFIED;NO
MALE;83;MARRIED;1560;MIXED;NO
FEMALE;72;MARRIED;800;MOSTLY SATISFIED;NO
MALE;23;SINGLE;1200;MOSTLY SATISFIED;NO
FEMALE;24;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;75;WIDOWED;1200;MOSTLY SATISFIED;NO
FEMALE;76;WIDOWED;1222;PLEASED;NO
FEMALE;35;SINGLE;400;MIXED;YES
FEMALE;25;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;43;MARRIED;860;MOSTLY SATISFIED;NO
MALE;73;WIDOWED;1500;MIXED;YES
FEMALE;46;MARRIED;200;MIXED;NO
FEMALE;20;SINGLE;NA;MOSTLY DISSATISFIED;NO
FEMALE;47;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;34;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;60;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;65;WIDOWED;660;MOSTLY DISSATISFIED;NO
FEMALE;50;MARRIED;-8;PLEASED;NO
MALE;61;MARRIED;NA;PLEASED;YES
FEMALE;50;MARRIED;1000;DELIGHTED;NO
FEMALE;26;MARRIED;NA;DELIGHTED;NO
FEMALE;36;MARRIED;-8;MIXED;NO
MALE;25;SINGLE;1000;MOSTLY SATISFIED;YES
FEMALE;83;WIDOWED;250;PLEASED;YES
MALE;37;MARRIED;1800;PLEASED;NO
MALE;45;DIVORCED;1500;MOSTLY SATISFIED;YES
MALE;27;SINGLE;500;PLEASED;NO
FEMALE;36;MARRIED;1300;MOSTLY DISSATISFIED;YES
MALE;17;SINGLE;-8;DELIGHTED;NO
FEMALE;62;MARRIED;800;MIXED;NO
FEMALE;40;MARRIED;-8;MIXED;NO
MALE;45;MARRIED;303;PLEASED;NO
FEMALE;29;MARRIED;1400;MOSTLY SATISFIED;NO
MALE;32;MARRIED;7500;PLEASED;NO
MALE;23;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;58;SINGLE;2400;MIXED;YES
MALE;18;SINGLE;NA;PLEASED;NO
MALE;50;MARRIED;2000;MOSTLY SATISFIED;YES
FEMALE;64;WIDOWED;616;UNHAPPY;NO
FEMALE;54;MARRIED;1230;PLEASED;NO
FEMALE;53;MARRIED;600;PLEASED;NO
MALE;22;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;49;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;1500;MIXED;NO
FEMALE;34;MARRIED;2500;PLEASED;NO
FEMALE;48;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;65;MARRIED;1500;PLEASED;NO
MALE;21;SINGLE;NA;MOSTLY DISSATISFIED;NO
FEMALE;58;MARRIED;620;MOSTLY SATISFIED;NO
MALE;26;SINGLE;1100;MIXED;NO
FEMALE;41;DIVORCED;-8;MOSTLY DISSATISFIED;NO
FEMALE;42;DIVORCED;800;TERRIBLE;YES
MALE;41;MARRIED;3300;PLEASED;NO
MALE;43;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;78;WIDOWED;995;MIXED;NO
FEMALE;32;MARRIED;NA;PLEASED;NO
MALE;21;SINGLE;NA;PLEASED;NO
MALE;38;MARRIED;1800;MIXED;NO
FEMALE;32;MARRIED;1670;PLEASED;YES
FEMALE;70;WIDOWED;680;MOSTLY SATISFIED;NO
MALE;51;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;63;DIVORCED;1990;MIXED;NO
FEMALE;30;MARRIED;-8;PLEASED;NO
FEMALE;31;MARRIED;930;MOSTLY SATISFIED;NO
FEMALE;56;WIDOWED;1150;MIXED;NO
FEMALE;75;MARRIED;1333;MOSTLY SATISFIED;NO
FEMALE;20;SINGLE;NA;DELIGHTED;NO
FEMALE;59;WIDOWED;540;MOSTLY SATISFIED;YES
FEMALE;18;SINGLE;-8;PLEASED;NO
FEMALE;53;MARRIED;1600;PLEASED;YES
MALE;53;SINGLE;1600;MOSTLY SATISFIED;YES
MALE;37;SINGLE;NA;MOSTLY DISSATISFIED;NA
MALE;61;MARRIED;600;MIXED;YES
MALE;16;SINGLE;NA;PLEASED;NO
FEMALE;63;WIDOWED;700;MOSTLY DISSATISFIED;NO
FEMALE;41;MARRIED;-8;PLEASED;NO
MALE;17;SINGLE;NA;PLEASED;NO
MALE;54;MARRIED;500;MOSTLY SATISFIED;YES
MALE;41;MARRIED;NA;PLEASED;YES
MALE;27;SINGLE;1300;MIXED;YES
MALE;62;MARRIED;NA;PLEASED;YES
